,Cycle_Index,Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),Total time (s),RUL
497,518,1640.23,500.5714286,3.933,3.528,3218.369833,4112.34,8298.84,9953.76,590
498,519,1637.28,498,3.933,3.529,3206.36,4076.36,8300.2,9952.13,589
499,520,1634.92,498,3.932,3.53,3194.391,4076.39,8293.61,9943.2,588
500,521,1632.42,496,3.932,3.531,3188.359,4076.36,8261.55,9908.61,587
501,522,1600.44,492,3.917,3.731,2996.375,3948,8540.28,53344.61,586
502,523,1614.38,488,3.915,3.844,2917.144,3860.34,8420.56,10060.16,585
503,524,1630.12,495,3.924,3.541,3116.312,4004.31,8336.22,9980.96,584
504,525,1635.81,497.1428571,3.928,3.534,3170.406,4040.41,8301.78,9952.22,583
505,526,1635.28,497.1428571,3.928,3.531,3188.343,4076.34,8293.38,9943.35,582
506,527,1632.84,498,3.929,3.53,3188.344,4076.34,8273.59,9921.06,581
507,528,1629.5,494,3.928,3.531,3182.313,4040.31,8279.06,9923.25,580
508,529,1625.75,493,3.927,3.531,3170.25,4040.25,8283.66,9924,579
509,530,1621.34,489,3.928,3.532,3158.375,4040.38,8243.47,9879.5,578
510,531,1618.12,488,3.927,3.533,3147.544,4040.34,8255.25,9888.09,577
511,532,1614.62,488,3.927,3.533,3140.344,4004.34,8220.91,9852.53,576
512,533,1612.81,486,3.927,3.534,3128.344,4004.34,8229.62,9857.07,575
513,534,1610.75,487,3.927,3.535,3122.344,4004.34,8231.31,9856.72,574
514,535,1609.09,484,3.927,3.535,3116.312,4004.31,8223.59,9847.4,573
515,536,1607.5,485.1428571,3.927,3.537,3110.343,3968.34,8235.5,9857.72,572
516,537,1604.91,483,3.926,3.536,3098.313,3968.31,8164,9783.59,571
517,538,1603.06,483,3.927,3.536,3092.375,3968.38,8146.31,9763.94,570
518,539,1602.34,482.8571429,3.927,3.536,3080.313,3968.31,8203.09,9820.1,569
519,540,1601.28,480.8571429,3.927,3.537,3074.375,3968.38,8205.16,9821.06,568
520,541,1600.25,482,3.927,3.536,3068.312,3932.31,8210.31,9825.25,567
521,542,1599,482,3.927,3.536,3062.344,3932.34,8214.81,9828.47,566
522,543,1597.97,480,3.927,3.536,3061.175,3932.38,8229.97,9842.56,565
523,544,1596.31,479,3.927,3.537,3056.375,3932.38,8218.41,9829.34,564
524,545,1594.84,479.5714286,3.927,3.537,3050.375,3932.38,8227.59,9837.1,563
525,546,1563.25,476.3755,3.912,3.739,2884.312,3836,8421.31,53191.68,562
526,547,1576.81,470,3.911,3.855,2787.513,3716.31,8333.88,9935.94,561
527,548,1582.25,474.8571429,3.916,3.547,2984.25,3860.25,8245.75,9842.69,560
528,549,1591.75,483.4285714,3.914,3.544,3008.437,5696.88,8493.19,10099.56,559
529,550,1597.56,485.1428571,3.921,3.54,3032.375,3896.38,8223.62,9835.88,558
530,551,1595.31,480,3.921,3.537,3061.113,3932.31,8216.31,9833.06,557
531,552,1592.88,479,3.92,3.538,3053.912,3932.31,8242.81,9850.25,556
532,553,1589.06,475.2857143,3.921,3.538,3046.712,3932.31,8228.31,9832.06,555
533,554,1588.12,476.5714286,3.922,3.539,3038.375,3896.38,8227.88,9830.56,554
534,555,1583.81,472.2857143,3.921,3.54,3038.25,3896.25,8215.56,9814.07,553
535,556,1580.81,474,3.92,3.541,3020.25,3896.25,8204.25,9799.75,552
536,557,1581.69,472.2857143,3.922,3.542,3020.375,3896.38,8198.31,9794.62,551
537,558,1581,472.2857143,3.922,3.541,3020.375,3896.38,8208.75,9804.44,550
538,559,1579.81,472.2857143,3.922,3.543,3014.312,3896.31,8185,9779.56,549
539,560,1578.12,471,3.922,3.542,3008.375,3896.38,8193.06,9785.69,548
540,561,1576.69,471,3.922,3.541,2996.187,3860.19,8201.5,9792.88,547
541,562,1572,472.7142857,3.922,3.542,2990.375,3860.38,8170.31,9760.25,546
542,563,1574.38,469.7142857,3.921,3.543,2984.375,3860.38,8178.75,9767.81,545
543,564,1573.69,469.7142857,3.921,3.541,2984.25,3860.25,8217.38,9805.69,544
544,565,1572.75,469.7142857,3.921,3.541,2978.312,3860.31,8209.56,9796.93,543
545,566,1571.56,467,3.921,3.542,2978.375,3860.38,8201.62,9787.82,542
546,567,1570,468.4285714,3.921,3.542,2978.437,3860.44,8146.75,9731.43,541
547,568,1568.69,467.1428571,3.92,3.542,2972.313,3824.31,8185.5,9768.82,540
548,569,1566.12,465.8571429,3.92,3.543,2966.25,3824.25,8198.12,9778.81,539
549,570,1536.19,465.562,3.907,3.743,2793.375,3738,8407.06,53147.37,538
550,571,1546,459,3.904,3.859,2693.912,3608.31,8313.31,9884.57,537
551,572,1555.31,462,3.91,3.553,2894.375,3752.38,8139,9708.87,536
552,573,1555.31,462,3.911,3.55,2924.375,3788.38,8181,9751,535
553,574,1566.31,467,3.915,3.549,2930.375,3788.38,8165.12,9746.06,534
554,575,1567.31,468,3.916,3.546,2966.312,3824.31,8182.94,9765,533
555,576,1565.31,465,3.916,3.544,2972.313,3824.31,8140.94,9720.94,532
556,577,1562.44,465.4285714,3.915,3.545,2966.375,3824.38,8190.31,9767.38,531
557,578,1559.19,464.1428571,3.915,3.546,2954.25,3824.25,8149.25,9723.12,530
558,579,1556.5,461.1428571,3.915,3.548,2948.375,3824.38,8122.5,9693.88,529
559,580,1555.44,460,3.916,3.548,2942.312,3824.31,8121,9691.12,528
560,581,1552.5,459.8571429,3.915,3.547,2936.312,3788.31,8135.25,9702.31,527
561,582,1552.69,458.1428571,3.916,3.548,2924.313,3788.31,8112.81,9680.19,526
562,583,1552.06,459,3.915,3.548,2930.188,3788.19,8145.62,9712.44,525
563,584,1550.88,459,3.916,3.55,2924.437,3788.38,8118.19,9683.81,524
564,585,1550.56,458.1428571,3.916,3.548,2918.375,3788.38,8145.62,9710.94,523
565,586,1549.12,458.1428571,3.917,3.549,2912.375,3788.38,8096.5,9660.25,522
566,587,1547.88,458.1428571,3.917,3.55,2906.375,3788.38,8126.12,9688.75,521
567,588,1546.75,458.1428571,3.917,3.549,2906.312,3752.31,8111.69,9673.06,520
568,589,1545.62,458.1428571,3.917,3.549,2900.375,3752.38,8097.44,9657.69,519
569,590,1545.62,458.1428571,3.917,3.549,2894.312,3752.31,8148.44,9708.75,518
570,591,1544.06,455.1428571,3.916,3.549,2894.375,3752.38,8144.75,9703.44,517
571,592,1543.38,456,3.916,3.549,2888.312,3752.31,8175.88,9733.81,516
572,593,1542.5,456.8571429,3.917,3.549,2882.25,3752.25,8167,9724.25,515
573,594,1525.38,463.125,3.906,3.747,2716.25,3661,8360.75,53090.37,514
574,595,190115.8,4800,4.246,3.329,56969.983,67798.44,67798.44,204666.53,513
575,596,1544.32,453,3.892,3.586,3410.32,4544.32,10456.03,12024.99,512
576,597,1562.37,459,3.904,3.57,2930.32,3788.32,8345.86,9922.85,511
577,598,1569.34,460.7142857,3.909,3.567,2984.352,3824.35,8217.03,9800.99,510
578,599,1571.36,463,3.911,3.564,3008.32,3860.32,8201.28,9787.3,509
579,600,1571.97,462.8571429,3.911,3.562,3010.751,3860.35,8173.15,9759.75,508
580,601,1572.06,461.1428571,3.913,3.562,3008.32,3860.32,8208.8,9795.58,507
581,602,1571.33,464.1428571,3.913,3.561,3002.32,3860.32,8184.52,9770.53,506
582,603,1570.37,463,3.914,3.56,2996.352,3860.35,8210.91,9795.97,505
583,604,1569.47,462.4285714,3.914,3.56,2990.351,3860.35,8214.23,9798.43,504
584,605,1567.01,461.1428571,3.913,3.559,2984.351,3824.35,8228.64,9810.36,503
585,606,1564.6,462,3.913,3.558,2972.32,3824.32,8223.14,9802.43,502
586,607,1562.34,459.8571429,3.912,3.577,2966.258,3824.26,8232.13,9811.43,501
587,608,1560.99,459.2,3.913,3.558,2960.321,3824.32,8272.41,9848.1,500
588,609,1559.3,458,3.912,3.557,2954.351,3824.35,8254.27,9828.18,499
589,610,1558.08,458.5714286,3.913,3.557,2948.344,3788.34,8252.83,9825.58,498
590,611,1556.98,458.5714286,3.912,3.557,2945.99,3788.39,8282.11,9853.78,497
591,612,1555.52,458.8,3.912,3.557,2942.344,3788.34,8293.19,9863.24,496
592,613,1553.77,457.2857143,3.912,3.556,2936.344,3788.34,8241.53,9809.95,495
593,614,1552.17,458.4,3.911,3.557,2936.25,3788.25,8223.52,9790.38,494
594,615,1550.44,458,3.91,3.556,2930.359,3788.36,8252.28,9817.34,493
595,616,1548.64,457,3.909,3.557,2924.266,3788.27,8270.66,9833.95,492
596,617,1546.77,456,3.908,3.557,2917.16,3752.36,8239.97,9801.35,491
597,618,1544.86,455,3.908,3.557,2912.359,3752.36,8186.11,9745.59,490
598,619,1503.47,456,3.89,3.743,2688.328,3633,8522.23,53229.89,489
599,620,1518.34,445.2591429,3.893,3.866,2600.344,3536.34,8391.94,9935.53,488
600,621,1533.62,451,3.9,3.568,2816.375,3680.38,8261.25,9809.5,487
601,622,1538.84,450,3.905,3.563,2876.344,3716.34,8212.66,9766.16,486
602,623,1537.94,451.2857143,3.906,3.562,2894.406,3752.41,8160,9712.53,485
603,624,1536.84,451.2857143,3.907,3.561,2894.344,3752.34,8180.34,9764.25,484
604,625,1534.59,448.2857143,3.907,3.56,2888.312,3752.31,8172.12,9721.41,483
605,626,1532.91,448.2857143,3.907,3.561,2882.312,3716.31,8176.78,9724.43,482
606,627,1531,447,3.907,3.56,2876.313,3716.31,8181.22,9726.85,481
607,628,1529.09,447,3.906,3.562,2864.438,3716.44,8186.81,9730.75,480
608,629,1527.53,448.1142857,3.907,3.561,2858.25,3716.25,8174.62,9716.84,479
609,630,1525.47,446,3.907,3.562,2852.343,3716.34,8126.19,9666.22,478
610,631,1524.56,447.4285714,3.906,3.561,2845.144,3680.34,8163.59,9702.66,477
611,632,1523.66,445.0285714,3.907,3.562,2834.344,3680.34,8146.16,9684.43,476
612,633,1522.78,445.0541714,3.907,3.563,2834.375,3680.38,8166,9703.6,475
613,634,1521.62,444.4285714,3.907,3.562,2828.344,3680.34,8157.06,9693.4,474
614,635,1520.25,444.4285714,3.907,3.562,2822.312,3680.31,8165.66,9700.6,473
615,636,1518.78,443.1428571,3.906,3.563,2822.313,3680.31,8165.5,9698.97,472
616,637,1517.06,443.6571429,3.906,3.563,2816.406,3680.41,8178.72,9710.47,471
617,638,1515.78,441.8571429,3.906,3.563,2810.219,3644.22,8204.19,9734.75,470
618,639,1514.34,441.8571429,3.905,3.562,2804.218,3644.22,8195.62,9724.65,469
619,640,1513.62,441.2571429,3.905,3.562,2804.344,3644.34,8210.38,9738.63,468
620,641,1512.06,440.5714286,3.905,3.564,2798.313,3644.31,8186.16,9712.93,467
621,642,1511.03,440.5714286,3.905,3.562,2798.406,3644.41,8175.09,9700.69,466
622,645,1495.14,436.7142857,3.896,3.573,2714.192,3536.19,8010.27,9520.04,463
623,646,1499.39,435.8571429,3.899,3.568,2750.352,3608.35,8106.72,9620.73,462
624,647,1499.84,437.1428571,3.901,3.567,2762.223,3608.22,8113.6,9628.1,461
625,648,1499.3,437.1428571,3.901,3.567,2762.318,3608.32,8154.59,9668.51,460
626,649,1497.82,435.8571429,3.901,3.586,2756.316,3608.32,8127.64,9642.53,459
627,650,1496.83,435.8571429,3.9,3.567,2756.383,3608.38,8164.96,9676.48,458
628,651,1494.53,434.5714286,3.899,3.567,2750.351,3608.35,8136.13,9645.41,457
629,652,1498.37,437.1428571,3.902,3.569,2744.25,3608.25,8125.73,9638.81,456
630,653,1497.98,437.1428571,3.902,3.566,2756.32,3608.32,8131.62,9644.2,455
631,654,1496.48,434.1428571,3.902,3.566,2756.352,3608.35,8114.3,9625.41,454
632,655,1494.59,434.0571429,3.902,3.566,2750.383,3608.38,8144.26,9653.56,453
633,656,1492.25,434.0571429,3.902,3.567,2744.321,3572.32,8088.87,9595.68,452
634,657,1492.55,432.3428571,3.903,3.568,2744.352,3572.35,8146.4,9653.54,451
635,658,1491.75,432.3614571,3.903,3.567,2738.219,3572.22,8126.44,9632.71,450
636,659,1491.39,432.3428571,3.903,3.567,2738.187,3572.19,8159.05,9665.08,449
637,660,1488,432.3428571,3.903,3.567,2732.343,3572.34,8148.58,9653.4,448
638,661,1489.78,432.8571429,3.903,3.567,2732.344,3572.34,8148.28,9652.74,447
639,662,1489.14,432.8571429,3.902,3.568,2732.328,3572.33,8182.66,9686.62,446
640,663,1488.3,433.5,3.902,3.568,2726.313,3572.31,8189.25,9692.27,445
641,664,1487.66,433.3714286,3.902,3.567,2726.36,3572.36,8205.16,9707.45,444
642,665,1486.14,433.2857143,3.901,3.567,2726.328,3572.33,8159.27,9660,443
643,666,1484.94,432,3.9,3.568,2720.359,3572.36,8167.62,9667.23,442
644,667,1449.77,438.0005,3.882,3.752,2492.312,3430.02,8470.5,53124.35,441
645,668,1457.59,421.7142857,3.885,3.877,2420.219,3320.22,8354.97,9837.69,440
646,669,1467.69,425.1428571,3.891,3.578,2624.354333,3464.34,8198.38,9680.68,439
647,670,1470.25,426,3.893,3.576,2660.219,3500.22,8108.22,9610.22,438
648,671,1467.78,425.1428571,3.892,3.575,2672.281,3500.28,8144.28,9629.56,437
649,672,1468.31,426.4285714,3.893,3.575,2666.343,3500.34,8121.62,9604.66,436
650,673,1467.06,425.8285714,3.893,3.594,2666.344,3500.34,8101.56,9585.66,435
651,674,1470.88,424.2,3.896,3.574,2666.343,3500.34,8119.16,9604.62,434
652,675,1466.28,423.4285714,3.893,3.573,2672.344,3500.34,8131.25,9612.19,433
653,676,1465.16,423.4285714,3.893,3.574,2660.344,3500.34,8125.72,9605.56,432
654,677,1465.78,424.1142857,3.894,3.574,2666.344,3500.34,8065.41,9545.81,431
655,678,1466.31,424.1142857,3.894,3.574,2666.375,3500.38,8115.06,9596,430
656,679,1466.28,424.1142857,3.895,3.575,2666.375,3500.38,8116.56,9597.47,429
657,680,1465.09,424.1142857,3.895,3.574,2666.344,3500.34,8102.06,9581.78,428
658,681,1464.19,421.7142857,3.894,3.575,2660.469,3500.47,8109.81,9588.57,427
659,682,1463.34,423,3.894,3.574,2656.758429,3500.19,8111.53,9589.5,426
660,683,1461.91,423.4285714,3.893,3.574,2654.343,3500.34,8075,9551.5,425
661,684,1460.28,422.1328929,3.893,3.574,2654.328,3500.31,8099.28,9574.25,424
662,685,1458.47,421.2,3.893,3.575,2648.344,3464.34,8036.34,9530.56,423
663,686,1457.09,420.8571429,3.893,3.577,2642.343,3464.34,8105.5,9577.25,422
664,687,1455.72,420.8571429,3.893,3.576,2636.343,3464.34,8089.91,9560.34,421
665,688,1455.28,419.6571429,3.892,3.576,2636.313,3464.31,8099.03,9569,420
666,689,1454.38,419.6571429,3.892,3.577,2631.201143,3464.34,8077.69,9546.72,419
667,690,1453.22,417.8571429,3.892,3.576,2630.344,3464.34,8087.12,9555,418
668,691,1428,429.625,3.879,3.761,2408.344,3339,8395.38,53029.19,417
669,692,187781.88,174733.627,4.238,3.338,55169.984,65945.83,65945.83,202332.55,416
670,693,1428.67,398.7428571,3.865,3.603,3402.304,4528.22,10330.34,11783.74,415
671,694,1444.67,400.7142857,3.882,3.609,2588.32,3392.32,8216.74,9676.06,414
672,695,1449.02,402.8571429,3.886,3.604,2636.352,3464.35,8099.55,9563.24,413
673,696,1450.88,404.2285714,3.887,3.603,2648.354,3464.35,8042.62,9508.03,412
674,697,1450.05,403.8,3.888,3.602,2654.383,3464.38,8034.69,9499.36,411
675,698,1448.35,403.8,3.888,3.601,2648.383,3464.38,8023.49,9486.49,410
676,699,1446.5,402.5142857,3.889,3.601,2646.606714,3464.32,8030.46,9491.65,409
677,700,1444.63,402.5142857,3.889,3.601,2636.351,3464.35,8036.35,9509.63,408
678,701,1425.76,397.0285714,3.883,3.601,2624.351,3428.35,8047.14,9487.46,407
679,702,1418.56,393.2571429,3.881,3.606,2558.352,3356.35,8061.82,9495.01,406
680,703,1415.01,392.5714286,3.881,3.606,2534.321,3356.32,7983.59,9413.22,405
681,704,1413.51,392.5714286,3.881,3.607,2528.321,3320.32,8013.19,9441.37,404
682,705,1411.97,390.6,3.882,3.607,2522.383,3320.38,8002.52,9429.15,403
683,706,1410.47,391.8857143,3.881,3.607,2516.351,3320.35,8024.55,9449.66,402
684,707,1407.88,391.2,3.881,3.607,2510.344,3320.34,7979.61,9402.11,401
685,708,1406.2,388.7876,3.88,3.608,2498.343,3320.34,8014.84,9435.85,400
686,709,1404.25,388.1142857,3.88,3.608,2492.265,3284.27,8014.8,9433.62,399
687,710,1401.92,389.4,3.879,3.607,2480.375,3284.38,8012.98,9429.58,398
688,711,1399.52,388.5,3.879,3.608,2474.359,3284.36,7998.12,9412.41,397
689,712,1397.64,388.5,3.878,3.608,2468.312,3284.31,7968.67,9380.97,396
690,713,1396.25,386.5,3.879,3.608,2462.297,3284.3,7955.88,9366.81,395
691,714,1395.75,386.1,3.879,3.608,2462.36,3284.36,7961.55,9371.9,394
692,715,1391.61,385.2,3.879,3.608,2463.465,3284.27,7927.97,9334.24,393
693,716,1370.66,396,3.868,3.772,2219.359,3115.02,8409.22,52983.81,392
694,717,1386.5,384,3.872,3.897,2204.375,3068.38,8315.84,9727.5,391
695,718,1392.81,385.2,3.879,3.611,2438.344,3248.34,7986.97,9394.41,390
696,719,1394.59,386.1,3.879,3.61,2456.312,3248.31,8019.69,9428.94,389
697,720,1393.22,386.105425,3.879,3.608,2456.313,3248.31,8012,9419.78,388
698,721,1392.03,385.2,3.879,3.608,2451.232143,3248.38,7976.31,9383.03,387
699,722,1389.84,384.8571429,3.879,3.608,2450.312,3248.31,7989.38,9393.87,386
700,723,1388.16,384.3,3.879,3.609,2444.344,3248.34,8005.12,9408,385
701,724,1386.12,382.9714286,3.879,3.609,2438.344,3248.34,8002.22,9403.1,384
702,725,1384.16,382.9714286,3.879,3.609,2426.312,3248.31,8008.06,9406.93,383
703,726,1381.66,383.4,3.879,3.609,2420.343,3212.34,7998.69,9394.88,382
704,727,1380.31,381,3.879,3.609,2414.344,3212.34,7974.84,9369.78,381
705,728,1379.12,381,3.879,3.61,2414.375,3212.38,7967.16,9360.97,380
706,729,1377.28,380.1,3.878,3.61,2408.219,3212.22,7984.19,9376.12,379
707,730,1375.31,379.2,3.878,3.61,2404.946429,3212.38,7971.28,9361.32,378
708,731,1371.94,378.5142857,3.877,3.61,2396.219,3212.22,7977.75,9364.31,377
709,732,1369.69,378.9,3.876,3.613,2390.375,3176.38,7945.09,9329.5,376
710,733,1365.12,378.1714286,3.874,3.612,2384.344,3176.34,7920.66,9300.41,375
711,734,1362.69,375.3,3.872,3.612,2366.375,3176.38,7912.91,9290.12,374
712,735,1362.47,376.8124,3.873,3.613,2360.375,3176.38,7903.25,9280.28,373
713,736,1362.06,376.8,3.872,3.613,2360.344,3176.34,7912.34,9288.97,372
714,737,1361.81,375.3,3.873,3.612,2360.375,3176.38,7880.53,9256.94,371
715,738,1358.12,375.9,3.872,3.612,2360.25,3176.25,7894.62,9267.4,370
716,739,1349.09,373,3.867,3.614,2342.218,3140.22,7877.81,9241.69,369
717,740,1334.81,386.437,3.858,3.777,2086.375,2982.03,8357.03,52895.88,368
718,741,1356.25,375.6,3.867,3.901,2102.312,2960.31,8143.69,9525,367
719,742,1360.5,375.9,3.87,3.615,2354.375,3140.38,7960.69,9338,366
720,743,1360.94,375.9,3.87,3.614,2366.313,3176.31,7948.94,9324.56,365
721,744,1360.94,376.1142857,3.871,3.614,2366.375,3176.38,7915.94,9291.44,364
722,745,1359.75,375,3.871,3.613,2363.803571,3140.38,7940.88,9315.37,363
723,746,1357.31,376.5,3.87,3.613,2354.187,3140.19,7932.5,9304.5,362
724,747,1354.19,374.1,3.87,3.613,2348.437,3140.44,7962.81,9331.56,361
725,748,1353.56,374.1,3.87,3.614,2336.313,3140.31,7970.62,9338.82,360
726,749,1352,374.1,3.869,3.615,2336.188,3140.19,7944.19,9310.81,359
727,750,1351.94,374.1,3.87,3.615,2330.375,3140.38,7957.31,9323.87,358
728,751,1351.69,374.1,3.87,3.615,2330.312,3104.31,7951.94,9318.25,357
729,752,1350.69,373.0285714,3.871,3.614,2330.313,3104.31,7953.56,9318.88,356
730,753,1350,373.0285714,3.871,3.614,2324.312,3104.38,7995.81,9360.37,355
731,754,1347.12,371.7,3.871,3.614,2322.660714,3104.38,7961.31,9325.32,354
732,755,1345.62,370.8,3.871,3.615,2317.455857,3104.31,7977.44,9337.62,353
733,756,1343.31,369.9,3.87,3.616,2312.313,3104.31,7983.44,9341.31,352
734,757,1341.62,369.5,3.87,3.616,2306.312,3104.31,7950.69,9306.94,351
735,758,1340.94,369,3.87,3.617,2300.313,3104.31,7965.12,9320.81,350
736,759,1341.19,371,3.87,3.616,2294.375,3068.38,7963.94,9319.69,349
737,760,1342.5,369.9,3.87,3.615,2294.375,3068.38,7988.06,9345.13,348
738,761,1333,366.5,3.869,3.616,2294.312,3068.31,7946.12,9293.81,347
739,762,1325.62,364.5,3.866,3.618,2258.312,3032.31,7923.31,9263.56,346
740,763,1316.06,363.9,3.862,3.622,2240.312,3032.31,7886.5,9217.31,345
741,764,1312.19,377.9685,3.857,3.781,1991.875,2877,8247.06,52763.32,344
742,765,1339.75,369.9,3.868,3.902,2024.375,2888.38,8274,9638.68,343
743,766,1338.56,368.4,3.87,3.443,2288.883429,3060,8045.56,9396.75,342
744,767,1336.69,367.5,3.87,3.618,2282.312,3068.31,7964.62,9316,341
745,768,1333.69,366.6,3.868,3.619,2276.375,3068.38,7906.06,9254.5,340
746,769,1330.5,367.2,3.868,3.618,2270.375,3068.38,7922,9267.13,339
747,770,1328.25,366.3,3.868,3.62,2264.312,3068.31,7858.81,9201.69,338
748,771,1326.88,363.9,3.867,3.621,2260.821429,3032.25,7855.38,9197,337
749,772,1325.88,365,3.867,3.621,2258.312,3032.31,7872.44,9213,336
750,773,1326.06,364.5,3.867,3.62,2255.741571,3032.31,7839.12,9179.75,335
751,774,1327.88,364.5,3.866,3.62,2258.312,3032.31,7873.94,9216.56,334
752,775,1327.81,366.5,3.866,3.619,2260.946429,3032.38,7880.94,9223.44,333
753,776,1328.75,365.4,3.866,3.62,2260.883429,3032.31,7929.38,9272.87,332
754,777,1326.81,365.4,3.867,3.619,2260.883429,3032.31,7900.44,9241.88,331
755,778,1326.25,365.4,3.868,3.619,2258.313,3032.31,7978.69,9319.62,330
756,779,1324.75,365.4,3.868,3.62,2250.597714,3032.31,7981.12,9320.56,329
757,780,1321.81,363,3.867,3.62,2245.454857,3032.31,7940.94,9277.44,328
758,781,1320.19,362.5,3.867,3.62,2235.170143,3032.31,7951.69,9286.56,327
759,782,1317.19,362,3.867,3.62,2228.312,2996.31,7922.94,9254.75,326
760,783,1310.75,359.4,3.864,3.621,2222.375,2996.38,7880.69,9206.13,325
761,784,1303.56,359.2,3.861,3.623,2204.312,2996.31,7832.62,9150.81,324
762,785,1298.06,358,3.858,3.624,2186.313,2960.31,7830.44,9143.13,323
763,786,1294.69,356.5,3.858,3.626,2168.375,2960.38,7796.31,9105.62,322
764,787,1295.12,358.5,3.858,3.626,2156.438,2924.44,7844.31,9154.06,321
765,788,1280.5,369.625,3.847,3.783,1925.313,2800,8300.38,52785.19,320
766,789,188394.5,172518.8675,4.233,3.35,53729.984,64418.91,64418.91,202947.58,319
767,790,1293.63,357.5,3.847,3.628,2771.352,3968.35,11735.42,13053.98,318
768,791,1299.71,358.8,3.853,3.637,2186.32,2960.32,8266.82,9581.22,317
769,792,1304.48,359.3333333,3.856,3.635,2210.351,2996.35,8029.92,9349.06,316
770,793,1306.34,360.9,3.858,3.633,2222.352,2996.35,7985.66,9306.65,315
771,794,1307.17,360.3,3.859,3.634,2222.383,2996.38,7980.16,9302.02,314
772,795,1307.97,360.5333333,3.86,3.632,2224.528,2998.53,7946.11,9268.73,313
773,796,1307.39,360.5,3.861,3.632,2224.923429,2996.35,7965.15,9287.2,312
774,797,1304.38,360,3.86,3.632,2222.352,2996.35,7964.1,9283.11,311
775,798,1302.82,358.8,3.86,3.633,2210.352,2960.35,7965.34,9282.94,310
776,799,1300.64,357.9,3.86,3.632,2204.351,2960.35,7939.87,9255.2,309
777,800,1299.26,357.5,3.86,3.632,2192.352,2960.35,7920.23,9234.08,308
778,801,1293.77,354.5,3.858,3.632,2186.352,2960.35,7915.64,9224.1,307
779,802,1289.56,354.3,3.857,3.633,2168.25,2924.25,7864,9168.19,306
780,803,1291,355.2,3.858,3.633,2163.177143,2924.32,7819.62,9125.14,305
781,804,1289.56,354.1333333,3.857,3.634,2168.36,2924.31,7842.81,9147.15,304
782,805,1293.44,355.2,3.857,3.634,2168.344,2924.34,7873.11,9181.18,303
783,806,1294.05,355.2,3.858,3.632,2180.359,2960.36,7873.34,9182.02,302
784,807,1292.55,355.3333333,3.857,3.631,2183.756571,2960.33,7858.8,9166.01,301
785,808,1291.19,354.6666667,3.856,3.631,2174.454,2924.45,7887.72,9193.6,300
786,809,1289.16,353.4,3.856,3.632,2168.312,2924.31,7909.95,9213.76,299
787,810,1286.72,354,3.855,3.632,2162.234,2924.23,7918.16,9219.52,298
788,811,1286.34,351.9,3.857,3.632,2152.915429,2924.34,7886.01,9187.11,297
789,812,1276.52,351,3.853,3.632,2147.693571,2924.27,7832.42,9123.54,296
790,813,1269.92,364.796,3.846,3.788,1876.328,2737,8220.64,52694.61,295
791,814,1288.53,355.3333333,3.854,3.914,1898.344,2744.34,8314.25,9628,294
792,815,1285.78,353.3333333,3.856,3.633,2162.375,2924.38,7987.34,9287.82,293
793,816,1282.22,352.6862222,3.856,3.632,2152.914429,2924.34,7933.44,9230.25,292
794,817,1279.69,352,3.855,3.633,2142.598714,2888.31,7904.06,9198.5,291
795,818,1277.78,350.9333333,3.855,3.633,2137.486857,2888.34,7845.91,9138.34,290
796,819,1275.59,349.8666667,3.854,3.633,2127.201143,2888.34,7839.91,9130.16,289
797,820,1272.31,349.3333333,3.853,3.635,2122.058286,2888.34,7815.59,9102.56,288
798,821,1271.78,348.9,3.852,3.635,2114.25,2888.25,7831.75,9118.25,287
799,822,1288,358,3.841,3.635,2111.741571,7696.12,8725.31,10028.09,286
800,823,1272.84,350.5,3.852,3.634,2122.089286,2888.38,7714.31,9001.82,285
801,824,1271.19,348.5,3.852,3.634,2108.312,2852.31,7870.31,9156.18,284
802,825,1266.66,348,3.852,3.634,2102.312,2852.31,7855.91,9137.19,283
803,826,1266.56,348,3.852,3.634,2090.25,2852.25,7926.12,9207.19,282
804,827,1269.56,347,3.853,3.634,2091.107143,2852.25,7892.28,9176.47,281
805,828,1265.66,348,3.852,3.634,2091.232143,2852.38,7934.06,9214.43,280
806,829,1270.38,348,3.854,3.634,2080.915429,2852.34,7935.94,9220.97,279
807,830,1268.88,347.4,3.854,3.634,2096.469,2852.47,7940.72,9224.13,278
808,831,1266.78,347.3333333,3.854,3.633,2090.313,2852.31,7878.34,9159.84,277
809,832,1262.97,346,3.852,3.633,2072.343,2816.34,7913.09,9190.66,276
810,833,1262.53,344.6666667,3.853,3.635,2070.660714,2816.38,7896.81,9173.87,275
811,834,1257.41,344.6666667,3.851,3.635,2070.629714,2816.34,7871.25,9143.35,274
812,835,1252.62,343.3333333,3.85,3.637,2054.375,2816.38,7855.62,9122.81,273
813,836,1244.19,342,3.847,3.637,2044.946429,2780.38,7755.09,9013.94,272
814,837,1245.25,355.219,3.842,3.79,1778.344,2632,8221.47,52670.75,271
815,838,1264.38,347.3333333,3.849,3.917,1826.375,2672.38,8258.06,9547.68,270
816,839,1262.56,345.3333333,3.851,3.635,2084.313,2852.31,7954.5,9231.57,269
817,840,1259.12,344.5333333,3.85,3.635,2078.375,2816.38,7951.06,9224.75,268
